"Município";"Cirúrgicos";"Clínicos";"Obstétrico";"Pediátrico";"Outras Especialidades";"Hospital/DIA";"Total"
"430770 Esteio";16;70;18;19;9;-;132
"430780 Estrela";20;24;14;4;8;-;70
"430781 Estrela Velha";-;-;-;-;-;-;-
"430783 Eugênio de Castro";-;-;-;-;-;-;-
"430786 Fagundes Varela";-;-;-;-;-;-;-
"430790 Farroupilha";20;22;8;6;7;-;63
"430800 Faxinal do Soturno";20;19;3;2;2;1;47
"430805 Faxinalzinho";-;-;-;-;-;-;-
"430807 Fazenda Vilanova";-;-;-;-;-;-;-
"430810 Feliz";4;22;3;4;7;-;40
"430820 Flores da Cunha";5;17;4;5;3;-;34
"430825 Floriano Peixoto";-;-;-;-;-;-;-
"430830 Fontoura Xavier";-;-;-;-;-;-;-
"430840 Formigueiro";1;12;4;6;4;-;27
"430843 Forquetinha";-;-;-;-;-;-;-
"430845 Fortaleza dos Valos";2;6;2;4;7;-;21
"430850 Frederico Westphalen";19;36;3;7;12;-;77
"430860 Garibaldi";5;31;4;7;1;1;49
"430865 Garruchos";-;-;-;-;-;-;-
"430870 Gaurama";-;26;-;2;-;-;28
"430880 General Câmara";-;-;-;-;-;-;-
"430885 Gentil";-;-;-;-;-;-;-
"430890 Getúlio Vargas";10;23;9;18;8;-;68
"430900 Giruá";4;18;4;5;5;-;36
"430905 Glorinha";-;-;-;-;-;-;-
"430910 Gramado";19;19;10;5;1;-;54
"430912 Gramado dos Loureiros";-;-;-;-;-;-;-
"430915 Gramado Xavier";-;-;-;-;-;-;-
"430920 Gravataí";31;78;14;7;9;-;139
"430925 Guabiju";-;3;-;1;-;-;4
"430930 Guaíba";-;-;-;-;-;-;-
"430940 Guaporé";11;24;8;2;5;-;50
"430950 Guarani das Missões";5;18;4;5;4;-;36
"430955 Harmonia";-;-;-;-;-;-;-
"430710 Herval";-;34;-;-;-;-;34
"430957 Herveiras";-;-;-;-;-;-;-
"430960 Horizontina";6;26;5;7;4;-;48
"430965 Hulha Negra";-;-;-;-;-;-;-
"430970 Humaitá";-;23;1;4;1;-;29
"430975 Ibarama";-;-;-;-;-;-;-
"430980 Ibiaçá";-;-;-;-;-;-;-
"430990 Ibiraiaras";-;-;-;-;-;-;-
"430995 Ibirapuitã";-;-;-;-;-;-;-
"431000 Ibirubá";8;11;4;2;-;-;25
"431010 Igrejinha";11;18;4;4;13;10;60
"431020 Ijuí";40;81;16;6;9;9;161
"431030 Ilópolis";2;14;2;6;-;-;24
"431033 Imbé";-;-;-;-;-;-;-
"431036 Imigrante";-;-;-;-;-;-;-
"431040 Independência";-;-;-;-;-;-;-
"431041 Inhacorá";-;-;-;-;-;-;-
"431043 Ipê";-;-;-;-;-;-;-
"431046 Ipiranga do Sul";-;-;-;-;-;-;-
"431050 Iraí";4;24;2;7;12;-;49
"431053 Itaara";-;-;-;-;-;-;-
"431055 Itacurubi";-;-;-;-;-;-;-
"431057 Itapuca";-;-;-;-;-;-;-
"431060 Itaqui";12;25;16;13;11;-;77
"431065 Itati";-;-;-;-;-;-;-
"431070 Itatiba do Sul";-;10;-;-;-;-;10
"431075 Ivorá";-;5;1;1;11;1;19
"431080 Ivoti";11;25;-;-;9;-;45
"431085 Jaboticaba";3;22;3;4;10;-;42
"431087 Jacuizinho";-;-;-;-;-;-;-
"431090 Jacutinga";-;-;-;-;-;-;-
"431100 Jaguarão";9;36;6;6;4;-;61
"431110 Jaguari";8;14;8;2;-;-;32
"431112 Jaquirana";-;8;-;2;-;-;10
"431113 Jari";-;-;-;-;-;-;-
"431115 Jóia";-;3;-;-;-;-;3
"431120 Júlio de Castilhos";6;19;8;9;7;-;49
"431123 Lagoa Bonita do Sul";-;-;-;-;-;-;-
"431127 Lagoa dos Três Cantos";-;-;-;-;-;-;-
"431130 Lagoa Vermelha";9;20;5;8;5;-;47
"431125 Lagoão";-;-;-;-;-;-;-
"431140 Lajeado";35;43;10;7;2;10;107
"431142 Lajeado do Bugre";-;-;-;-;-;-;-
"431150 Lavras do Sul";2;16;6;3;2;-;29
"431160 Liberato Salzano";-;-;-;-;-;-;-
"431162 Lindolfo Collor";-;-;-;-;-;-;-
"431164 Linha Nova";-;-;-;-;-;-;-
"431171 Maçambará";-;-;-;-;-;-;-
"431170 Machadinho";-;-;-;-;-;-;-
"431173 Mampituba";-;-;-;-;-;-;-
"431175 Manoel Viana";-;-;-;-;-;-;-
"431177 Maquiné";-;-;-;-;-;-;-
"431179 Maratá";-;-;-;-;-;-;-
"431180 Marau";11;27;5;6;8;-;57
"431190 Marcelino Ramos";1;24;2;-;1;-;28
"431198 Mariana Pimentel";-;-;-;-;-;-;-
"431200 Mariano Moro";-;-;-;-;-;-;-
"431205 Marques de Souza";2;23;2;2;1;-;30
"431210 Mata";-;15;-;5;1;-;21
"431213 Mato Castelhano";-;-;-;-;-;-;-
"431215 Mato Leitão";-;-;-;-;-;-;-
"431217 Mato Queimado";-;-;-;-;-;-;-
"431220 Maximiliano de Almeida";4;20;5;8;-;-;37
"431225 Minas do Leão";-;-;-;-;-;-;-
"431230 Miraguaí";-;-;-;-;-;-;-
"431235 Montauri";-;-;-;-;-;-;-
"431237 Monte Alegre dos Campos";-;-;-;-;-;-;-
"431238 Monte Belo do Sul";-;-;-;-;-;-;-
"431240 Montenegro";15;70;12;5;27;5;134
"431242 Mormaço";-;-;-;-;-;-;-
"431244 Morrinhos do Sul";-;-;-;-;-;-;-
"431245 Morro Redondo";-;19;-;-;-;-;19
"431247 Morro Reuter";-;-;-;-;-;-;-
"431250 Mostardas";-;17;-;9;3;-;29
"431260 Muçum";3;12;4;4;2;-;25
"431261 Muitos Capões";-;-;-;-;-;-;-
"431262 Muliterno";-;-;-;-;-;-;-
"431265 Não-Me-Toque";9;38;14;7;1;-;69
"431267 Nicolau Vergueiro";-;-;-;-;-;-;-
"431270 Nonoai";11;21;5;12;12;-;61
"431275 Nova Alvorada";-;-;-;-;-;-;-
"431280 Nova Araçá";-;-;-;-;-;-;-
"431290 Nova Bassano";2;11;2;2;15;-;32
"431295 Nova Boa Vista";-;-;-;-;-;-;-
"431300 Nova Bréscia";-;18;3;2;-;-;23
"431301 Nova Candelária";-;-;-;-;-;-;-
"431303 Nova Esperança do Sul";-;-;-;-;-;-;-
"431306 Nova Hartz";-;-;-;-;-;-;-
"431308 Nova Pádua";-;-;-;-;-;-;-
"431310 Nova Palma";4;15;3;2;12;-;36
"431320 Nova Petrópolis";4;15;5;3;3;-;30
"431330 Nova Prata";14;22;9;4;1;-;50
"431333 Nova Ramada";-;-;-;-;-;-;-
"431335 Nova Roma do Sul";-;-;-;-;-;-;-
"431337 Nova Santa Rita";-;-;-;-;-;-;-
"431349 Novo Barreiro";-;-;-;-;-;-;-
"431339 Novo Cabrais";-;-;-;-;-;-;-
"431340 Novo Hamburgo";55;114;21;42;14;-;246
"431342 Novo Machado";-;-;-;-;-;-;-
"431344 Novo Tiradentes";-;-;-;-;-;-;-
"431346 Novo Xingu";-;-;-;-;-;-;-
"431350 Osório";8;26;10;8;7;-;59
"431360 Paim Filho";11;16;3;4;11;-;45
"431365 Palmares do Sul";1;19;1;4;5;-;30
"431370 Palmeira das Missões";29;36;8;10;2;-;85
"431380 Palmitinho";9;16;4;4;10;-;43
"431390 Panambi";12;22;3;5;5;2;49
"431395 Pantano Grande";-;-;-;-;-;-;-
"431400 Paraí";3;17;2;4;3;-;29
"431402 Paraíso do Sul";4;24;2;2;-;-;32
"431403 Pareci Novo";-;-;-;-;-;-;-
"431405 Parobé";14;30;22;14;16;4;100
"431406 Passa Sete";-;-;-;-;-;-;-
"431407 Passo do Sobrado";-;-;-;-;-;-;-
"431410 Passo Fundo";265;255;45;77;75;11;728
"431413 Paulo Bento";-;-;-;-;-;-;-
"431415 Paverama";-;-;-;-;-;-;-
"431417 Pedras Altas";-;-;-;-;-;-;-
"431420 Pedro Osório";3;21;5;7;8;-;44
"431430 Pejuçara";2;8;2;2;1;-;15
"431440 Pelotas";156;279;74;55;177;18;759
"431442 Picada Café";-;-;-;-;-;-;-
"431445 Pinhal";-;-;-;-;-;-;-
"431446 Pinhal da Serra";-;-;-;-;-;-;-
"431447 Pinhal Grande";1;10;2;4;1;-;18
"431449 Pinheirinho do Vale";-;-;-;-;-;-;-
"431450 Pinheiro Machado";2;49;-;-;-;-;51
"431454 Pinto Bandeira";-;-;-;-;-;-;-
"431455 Pirapó";-;-;-;-;-;-;-
"431460 Piratini";16;52;1;6;10;-;85
"431470 Planalto";4;20;10;8;2;-;44
"431475 Poço das Antas";-;-;-;-;-;-;-
"431477 Pontão";-;-;-;-;-;-;-
"431478 Ponte Preta";-;-;-;-;-;-;-
"431480 Portão";15;23;1;1;10;-;50
"431490 Porto Alegre";1183;1520;248;393;670;123;4137
"431500 Porto Lucena";-;30;-;5;5;-;40
"431505 Porto Mauá";-;-;-;-;-;-;-
"431507 Porto Vera Cruz";-;-;-;-;-;-;-
"431510 Porto Xavier";4;15;2;6;4;-;31
"431513 Pouso Novo";-;-;-;-;-;-;-
"431514 Presidente Lucena";-;-;-;-;-;-;-
"431515 Progresso";5;28;3;7;1;-;44
"431517 Protásio Alves";-;-;-;-;-;-;-
"431520 Putinga";3;17;2;3;-;-;25
"431530 Quaraí";6;21;7;13;4;-;51
"431531 Quatro Irmãos";-;-;-;-;-;-;-
"431532 Quevedos";-;-;-;-;-;-;-
"431535 Quinze de Novembro";1;5;2;2;4;-;14
"431540 Redentora";-;-;-;-;-;-;-
"431545 Relvado";-;-;-;-;-;-;-
"431550 Restinga Seca";2;24;5;9;3;-;43
"431555 Rio dos Índios";-;-;-;-;-;-;-
"431560 Rio Grande";185;215;47;41;110;46;644
"431570 Rio Pardo";23;34;18;7;15;-;97
"431575 Riozinho";-;28;-;2;-;-;30
"431580 Roca Sales";4;10;3;4;5;-;26
"431590 Rodeio Bonito";20;8;5;4;2;-;39
"431595 Rolador";-;-;-;-;-;-;-
"431600 Rolante";17;18;4;3;8;-;50
"431610 Ronda Alta";9;40;4;4;32;-;89
"431620 Rondinha";7;10;2;4;-;-;23
"431630 Roque Gonzales";5;17;4;6;-;-;32
"431640 Rosário do Sul";22;17;10;14;6;-;69
"431642 Sagrada Família";-;-;-;-;-;-;-
"431643 Saldanha Marinho";2;10;2;2;-;-;16
"431645 Salto do Jacuí";2;10;5;6;-;-;23
"431647 Salvador das Missões";-;-;-;-;-;-;-
"431650 Salvador do Sul";2;17;3;3;-;-;25
"431660 Sananduva";9;22;8;9;5;-;53
"431710 Sant'Ana do Livramento";13;30;11;24;5;-;83
"431670 Santa Bárbara do Sul";4;19;6;5;7;-;41
"431673 Santa Cecília do Sul";-;-;-;-;-;-;-
"431675 Santa Clara do Sul";-;-;-;-;-;-;-
"431680 Santa Cruz do Sul";41;63;30;24;14;15;187
"431697 Santa Margarida do Sul";-;-;-;-;-;-;-
"431690 Santa Maria";162;222;59;58;26;10;537
"431695 Santa Maria do Herval";-;-;-;-;-;-;-
"431720 Santa Rosa";24;53;17;23;9;-;126
"431725 Santa Tereza";-;-;-;-;-;-;-
"431730 Santa Vitória do Palmar";6;23;11;7;6;-;53
"431700 Santana da Boa Vista";-;-;-;-;-;-;-
"431740 Santiago";23;48;8;13;9;-;101
"431750 Santo Ângelo";46;34;20;12;24;-;136
"431760 Santo Antônio da Patrulha";20;25;-;4;11;-;60
"431770 Santo Antônio das Missões";-;-;-;-;-;-;-
"431755 Santo Antônio do Palma";-;-;-;-;-;-;-
"431775 Santo Antônio do Planalto";-;-;-;-;-;-;-
"431780 Santo Augusto";16;27;8;10;2;-;63
"431790 Santo Cristo";8;18;5;5;5;-;41
"431795 Santo Expedito do Sul";-;-;-;-;-;-;-
"431800 São Borja";20;41;5;6;45;1;118
"431805 São Domingos do Sul";-;-;-;-;-;-;-
"431810 São Francisco de Assis";8;31;3;3;-;-;45
"431820 São Francisco de Paula";1;33;2;4;13;-;53
"431830 São Gabriel";24;85;13;16;17;-;155
"431840 São Jerônimo";20;40;8;8;2;-;78
"431842 São João da Urtiga";-;-;-;-;-;-;-
"431843 São João do Polêsine";-;40;1;2;2;1;46
"431844 São Jorge";-;-;-;-;-;-;-
"431845 São José das Missões";-;-;-;-;-;-;-
"431846 São José do Herval";-;-;-;-;-;-;-
"431848 São José do Hortêncio";-;-;-;-;-;-;-
"431849 São José do Inhacorá";-;-;-;-;-;-;-
"431850 São José do Norte";-;39;-;6;-;-;45
"431860 São José do Ouro";12;19;-;7;2;-;40
"431861 São José do Sul";-;-;-;-;-;-;-
"431862 São José dos Ausentes";-;-;-;-;-;-;-
"431870 São Leopoldo";34;92;22;26;3;-;177
"431880 São Lourenço do Sul";12;60;16;9;28;-;125
"431890 São Luiz Gonzaga";16;43;8;21;11;-;99
"431900 São Marcos";6;24;7;8;-;-;45
"431910 São Martinho";1;16;1;5;2;-;25
"431912 São Martinho da Serra";-;-;-;-;-;-;-
"431915 São Miguel das Missões";-;20;2;7;1;-;30
"431920 São Nicolau";-;-;-;-;-;-;-
"431930 São Paulo das Missões";5;15;-;4;1;-;25
"431935 São Pedro da Serra";-;-;-;-;-;-;-
"431936 São Pedro das Missões";-;-;-;-;-;-;-
"431937 São Pedro do Butiá";-;-;-;-;-;-;-
"431940 São Pedro do Sul";5;20;13;4;3;-;45
"431950 São Sebastião do Caí";7;21;-;1;28;3;60
"431960 São Sepé";6;31;6;6;5;1;55
"431970 São Valentim";-;-;-;-;-;-;-
"431971 São Valentim do Sul";-;-;-;-;-;-;-
"431973 São Valério do Sul";-;-;-;-;-;-;-
"431975 São Vendelino";-;-;-;-;-;-;-
"431980 São Vicente do Sul";-;9;1;1;1;-;12
"431990 Sapiranga";20;40;10;11;7;-;88
"432000 Sapucaia do Sul";18;71;16;1;10;-;116
"432010 Sarandi";8;26;8;14;11;-;67
"432020 Seberi";10;18;5;4;3;-;40
"432023 Sede Nova";-;-;-;-;-;-;-
"432026 Segredo";-;20;3;5;4;-;32
"432030 Selbach";2;11;3;4;-;-;20
"432032 Senador Salgado Filho";-;-;-;-;-;-;-
"432035 Sentinela do Sul";-;-;-;-;-;-;-
"432040 Serafina Corrêa";5;21;5;5;-;-;36
"432045 Sério";-;10;-;-;-;-;10
"432050 Sertão";-;19;-;4;6;-;29
"432055 Sertão Santana";-;-;-;-;-;-;-
"432057 Sete de Setembro";-;-;-;-;-;-;-
"432060 Severiano de Almeida";4;11;4;5;2;-;26
"432065 Silveira Martins";-;-;-;-;-;-;-
"432067 Sinimbu";4;20;-;4;2;-;30
"432070 Sobradinho";8;37;18;12;-;-;75
"432080 Soledade";6;27;12;27;8;-;80
"432085 Tabaí";-;-;-;-;-;-;-
"432090 Tapejara";6;34;9;10;8;-;67
"432100 Tapera";2;8;3;4;5;-;22
"432110 Tapes";1;24;4;-;10;-;39
"432120 Taquara";13;33;11;7;7;-;71
"432130 Taquari";23;20;8;3;7;-;61
"432132 Taquaruçu do Sul";-;-;-;-;-;-;-
"432135 Tavares";-;-;-;-;-;-;-
"432140 Tenente Portela";32;22;11;15;14;-;94
"432143 Terra de Areia";-;-;-;-;-;-;-
"432145 Teutônia";10;27;6;8;8;10;69
"432146 Tio Hugo";-;-;-;-;-;-;-
"432147 Tiradentes do Sul";-;-;-;-;-;-;-
"432149 Toropi";-;-;-;-;-;-;-
"432150 Torres";15;32;5;3;7;-;62
"432160 Tramandaí";14;35;19;11;15;-;94
"432162 Travesseiro";-;-;-;-;-;-;-
"432163 Três Arroios";-;-;-;-;-;-;-
"432166 Três Cachoeiras";-;-;-;-;-;-;-
"432170 Três Coroas";5;30;5;8;12;5;65
"432180 Três de Maio";18;11;6;4;2;-;41
"432183 Três Forquilhas";-;-;-;-;-;-;-
"432185 Três Palmeiras";-;-;-;-;-;-;-
"432190 Três Passos";16;37;6;8;2;-;69
"432195 Trindade do Sul";5;16;4;10;8;-;43
"432200 Triunfo";4;18;8;5;1;-;36
"432210 Tucunduva";-;16;1;4;1;-;22
"432215 Tunas";-;-;-;-;-;-;-
"432218 Tupanci do Sul";-;-;-;-;-;-;-
"432220 Tupanciretã";14;14;6;8;11;-;53
"432225 Tupandi";-;-;-;-;-;-;-
"432230 Tuparendi";8;8;3;4;3;-;26
"432232 Turuçu";-;-;-;-;-;-;-
"432234 Ubiretama";-;-;-;-;-;-;-
"432235 União da Serra";-;-;-;-;-;-;-
"432237 Unistalda";-;-;-;-;-;-;-
"432240 Uruguaiana";47;36;26;25;16;-;150
"432250 Vacaria";20;42;12;10;3;-;87
"432253 Vale do Sol";3;18;4;3;1;-;29
"432254 Vale Real";-;-;-;-;-;-;-
"432252 Vale Verde";-;-;-;-;-;-;-
"432255 Vanini";-;-;-;-;-;-;-
"432260 Venâncio Aires";24;25;8;12;11;-;80
"432270 Vera Cruz";5;28;6;5;-;-;44
"432280 Veranópolis";8;18;5;4;4;-;39
"432285 Vespasiano Correa";-;-;-;-;-;-;-
"432290 Viadutos";1;22;1;6;3;-;33
"432300 Viamão";31;114;9;8;113;-;275
"432310 Vicente Dutra";-;-;-;-;-;-;-
"432320 Victor Graeff";-;-;-;-;-;-;-
"432330 Vila Flores";-;-;-;-;-;-;-
"432335 Vila Lângaro";-;-;-;-;-;-;-
"432340 Vila Maria";-;-;-;-;-;-;-
"432345 Vila Nova do Sul";-;-;-;-;-;-;-
"432350 Vista Alegre";-;-;-;-;-;-;-
"432360 Vista Alegre do Prata";-;-;-;-;-;-;-
"432370 Vista Gaúcha";-;-;-;-;-;-;-
"432375 Vitória das Missões";-;-;-;-;-;-;-
"432377 Westfalia";-;-;-;-;-;-;-
"432380 Xangri-lá";-;-;-;-;-;-;-
"430000 Município ignorado - RS";-;-;-;-;-;-;-
"500020 Água Clara";1;7;4;5;-;-;17
"500025 Alcinópolis";-;-;-;-;-;-;-
"500060 Amambai";6;7;10;17;1;-;41
"500070 Anastácio";7;7;8;2;-;-;24
"500080 Anaurilândia";2;3;2;1;-;-;8
"500085 Angélica";1;3;1;1;-;-;6
"500090 Antônio João";1;3;2;1;-;-;7
"500100 Aparecida do Taboado";22;22;13;16;4;1;78
"500110 Aquidauana";34;38;21;16;-;-;109
"500124 Aral Moreira";-;1;4;4;-;-;9
"500150 Bandeirantes";2;5;2;2;1;-;12
"500190 Bataguassu";2;5;4;4;-;-;15
"500200 Batayporã";-;-;-;-;-;-;-
"500210 Bela Vista";4;12;6;6;-;-;28
"500215 Bodoquena";1;4;2;1;-;-;8
"500220 Bonito";6;10;4;6;-;-;26
"500230 Brasilândia";2;4;3;2;-;-;11
"500240 Caarapó";2;9;5;4;-;-;20
"500260 Camapuã";2;3;6;4;-;-;15
"500270 Campo Grande";449;341;137;100;219;71;1317
"500280 Caracol";1;1;1;1;-;-;4
"500290 Cassilândia";11;9;6;5;1;-;32
"500295 Chapadão do Sul";18;14;8;6;4;-;50
"500310 Corguinho";-;2;-;-;-;-;2
"500315 Coronel Sapucaia";1;3;3;2;-;-;9
"500320 Corumbá";33;45;24;33;3;-;138
"500325 Costa Rica";10;19;11;5;-;-;45
"500330 Coxim";19;23;9;12;2;-;65
"500345 Deodápolis";1;6;3;2;-;-;12
"500348 Dois Irmãos do Buriti";1;14;2;2;-;-;19
"500350 Douradina";-;-;-;-;-;-;-
"500370 Dourados";133;145;32;62;11;-;383
"500375 Eldorado";3;9;5;4;-;-;21
"500380 Fátima do Sul";6;37;5;3;-;-;51
"500390 Figueirão";1;5;2;2;-;-;10
"500400 Glória de Dourados";1;2;2;2;1;-;8
"500410 Guia Lopes da Laguna";2;4;2;3;1;-;12
"500430 Iguatemi";10;10;5;6;1;-;32
"500440 Inocência";2;3;2;2;-;-;9
"500450 Itaporã";3;12;3;2;-;-;20
"500460 Itaquiraí";2;6;3;3;-;-;14
"500470 Ivinhema";4;17;4;2;2;-;29
"500480 Japorã";-;-;-;-;-;-;-
"500490 Jaraguari";-;-;-;-;-;-;-
"500500 Jardim";4;8;8;7;-;-;27
"500510 Jateí";2;11;4;2;-;-;19
"500515 Juti";1;5;1;2;-;-;9
"500520 Ladário";-;-;-;-;-;-;-
"500525 Laguna Carapã";1;2;2;1;-;-;6
"500540 Maracaju";8;15;12;9;-;-;44
"500560 Miranda";7;6;5;5;-;-;23
"500568 Mundo Novo";4;14;10;8;-;-;36
"500570 Naviraí";11;24;17;16;2;-;70
"500580 Nioaque";-;4;-;2;-;-;6
"500600 Nova Alvorada do Sul";5;3;6;3;1;-;18
"500620 Nova Andradina";21;20;20;12;-;4;77
"500625 Novo Horizonte do Sul";1;6;3;3;1;-;14
"500627 Paraíso das Águas";-;-;-;-;-;-;-
"500630 Paranaíba";15;26;10;17;40;-;108
"500635 Paranhos";1;4;2;3;-;-;10
"500640 Pedro Gomes";8;8;8;4;-;-;28
"500660 Ponta Porã";32;32;17;26;14;-;121
"500690 Porto Murtinho";3;4;5;3;1;-;16
"500710 Ribas do Rio Pardo";1;8;2;5;-;-;16
"500720 Rio Brilhante";7;13;11;7;3;-;41
"500730 Rio Negro";1;2;2;1;-;-;6
"500740 Rio Verde de Mato Grosso";4;19;3;3;-;-;29
"500750 Rochedo";1;4;2;1;1;-;9
"500755 Santa Rita do Pardo";1;3;1;2;1;-;8
"500769 São Gabriel do Oeste";14;10;4;7;1;-;36
"500780 Selvíria";-;-;-;-;-;-;-
"500770 Sete Quedas";2;8;3;4;1;-;18
"500790 Sidrolândia";3;11;3;8;1;-;26
"500793 Sonora";2;4;2;2;-;-;10
"500795 Tacuru";1;3;1;3;-;-;8
"500797 Taquarussu";1;1;1;1;-;-;4
"500800 Terenos";-;-;-;-;-;-;-
"500830 Três Lagoas";34;43;15;17;4;-;113
"500840 Vicentina";1;2;1;1;-;-;5
"500000 Município ignorado - MS";-;-;-;-;-;-;-
"510010 Acorizal";-;-;-;-;-;-;-
"510020 Água Boa";12;34;7;9;-;-;62
"510025 Alta Floresta";20;30;7;27;-;-;84
"510030 Alto Araguaia";4;22;4;4;-;-;34
"510035 Alto Boa Vista";-;-;-;-;-;-;-
"510040 Alto Garças";-;-;-;-;-;-;-
"510050 Alto Paraguai";-;-;-;-;-;-;-
"510060 Alto Taquari";6;8;6;4;-;-;24
"510080 Apiacás";2;14;6;6;-;-;28
"510100 Araguaiana";-;12;-;-;-;-;12
"510120 Araguainha";-;-;-;-;-;-;-
"510125 Araputanga";4;5;4;3;-;-;16
"510130 Arenápolis";-;10;-;-;-;-;10
"510140 Aripuanã";4;13;8;8;-;-;33
"510160 Barão de Melgaço";-;7;2;2;-;-;11
"510170 Barra do Bugres";18;20;8;11;2;-;59
"510180 Barra do Garças";25;22;12;15;4;-;78
"510185 Bom Jesus do Araguaia";-;-;-;-;-;-;-
"510190 Brasnorte";8;10;9;4;-;-;31
"510250 Cáceres";72;46;30;27;-;11;186
"510260 Campinápolis";3;7;6;5;-;-;21
"510263 Campo Novo do Parecis";6;13;7;4;-;-;30
"510267 Campo Verde";11;6;3;5;-;-;25
"510268 Campos de Júlio";4;8;2;2;-;-;16
"510269 Canabrava do Norte";-;9;-;-;-;-;9
"510270 Canarana";5;21;10;5;-;-;41
"510279 Carlinda";-;1;-;-;-;-;1
"510285 Castanheira";-;-;-;-;-;-;-
"510300 Chapada dos Guimarães";-;2;-;-;-;-;2
"510305 Cláudia";2;4;4;4;-;-;14
"510310 Cocalinho";3;6;2;5;-;-;16
"510320 Colíder";22;31;12;13;3;3;84
"510325 Colniza";5;9;7;7;-;-;28
"510330 Comodoro";5;14;5;7;-;-;31
"510335 Confresa";12;15;8;7;4;-;46
"510336 Conquista D'Oeste";-;-;-;-;-;-;-
"510337 Cotriguaçu";4;15;6;8;-;-;33
"510340 Cuiabá";593;366;110;164;133;14;1380
"510343 Curvelândia";-;-;-;-;-;-;-
"510345 Denise";-;-;-;-;-;-;-
"510350 Diamantino";16;10;5;5;-;-;36
"510360 Dom Aquino";1;7;3;4;-;-;15
"510370 Feliz Natal";-;-;-;-;-;-;-
"510380 Figueirópolis D'Oeste";-;-;-;-;-;-;-
"510385 Gaúcha do Norte";1;14;2;-;-;-;17
"510390 General Carneiro";2;8;2;3;-;-;15
"510395 Glória D'Oeste";-;-;-;-;-;-;-
"510410 Guarantã do Norte";9;17;5;3;-;-;34
"510420 Guiratinga";3;4;5;4;2;-;18
"510450 Indiavaí";-;-;-;-;-;-;-
"510452 Ipiranga do Norte";-;-;-;-;-;-;-
"510454 Itanhangá";-;-;-;-;-;-;-
"510455 Itaúba";2;7;4;3;-;-;16
"510460 Itiquira";3;20;2;10;-;-;35
"510480 Jaciara";10;9;6;4;1;-;30
"510490 Jangada";-;-;-;-;-;-;-
"510500 Jauru";8;14;4;6;-;-;32
"510510 Juara";13;9;7;4;1;-;34
"510515 Juína";24;25;11;14;2;-;76
"510517 Juruena";2;6;6;5;-;-;19
"510520 Juscimeira";-;20;3;8;-;-;31
"510523 Lambari D'Oeste";-;-;-;-;-;-;-
"510525 Lucas do Rio Verde";27;22;6;10;-;-;65
"510530 Luciara";-;-;-;-;-;-;-
"510558 Marcelândia";2;11;3;5;-;-;21
"510560 Matupá";4;8;8;4;2;-;26
"510562 Mirassol d'Oeste";8;17;9;5;-;-;39
"510590 Nobres";5;16;6;7;-;-;34
"510600 Nortelândia";6;10;8;6;-;-;30
"510610 Nossa Senhora do Livramento";-;11;1;3;1;-;16
"510615 Nova Bandeirantes";2;5;4;4;-;-;15
"510620 Nova Brasilândia";-;10;1;2;-;-;13
"510621 Nova Canaã do Norte";-;-;-;-;-;-;-
"510880 Nova Guarita";-;-;-;-;-;-;-
"510618 Nova Lacerda";-;6;-;-;-;-;6
"510885 Nova Marilândia";-;8;-;-;-;-;8
"510890 Nova Maringá";-;6;-;-;-;-;6
"510895 Nova Monte Verde";-;10;-;3;-;-;13
"510622 Nova Mutum";5;12;7;3;-;-;27
"510617 Nova Nazaré";-;-;-;-;-;-;-
"510623 Nova Olímpia";1;17;9;7;-;-;34
"510619 Nova Santa Helena";-;-;-;-;-;-;-
"510624 Nova Ubiratã";-;-;-;-;-;-;-
"510625 Nova Xavantina";6;15;6;7;-;-;34
"510627 Novo Horizonte do Norte";4;7;4;-;-;-;15
"510626 Novo Mundo";-;-;-;-;-;-;-
"510631 Novo Santo Antônio";-;-;-;-;-;-;-
"510628 Novo São Joaquim";4;8;6;6;2;-;26
"510629 Paranaíta";6;14;7;5;-;-;32
"510630 Paranatinga";6;11;8;8;2;-;35
"510637 Pedra Preta";9;8;6;8;-;-;31
"510642 Peixoto de Azevedo";22;16;8;9;2;-;57
"510645 Planalto da Serra";-;-;-;-;-;-;-
"510650 Poconé";12;23;11;11;1;-;58
"510665 Pontal do Araguaia";-;-;-;-;-;-;-
"510670 Ponte Branca";4;7;6;4;-;-;21
"510675 Pontes e Lacerda";6;9;8;6;-;-;29
"510677 Porto Alegre do Norte";2;9;3;4;-;-;18
"510680 Porto dos Gaúchos";5;9;3;4;-;-;21
"510682 Porto Esperidião";-;-;-;-;-;-;-
"510685 Porto Estrela";-;-;-;-;-;-;-
"510700 Poxoréo";13;32;14;17;1;-;77
"510704 Primavera do Leste";18;34;8;17;2;-;79
"510706 Querência";4;11;3;6;2;-;26
"510715 Reserva do Cabaçal";-;-;-;-;-;-;-
"510718 Ribeirão Cascalheira";9;10;4;5;1;-;29
"510719 Ribeirãozinho";2;5;4;4;-;-;15
"510720 Rio Branco";-;12;3;3;-;-;18
"510757 Rondolândia";-;-;-;-;-;-;-
"510760 Rondonópolis";94;84;38;36;85;14;351
"510770 Rosário Oeste";8;29;9;9;-;-;55
"510775 Salto do Céu";3;3;3;5;-;-;14
"510724 Santa Carmem";-;-;-;-;-;-;-
"510774 Santa Cruz do Xingu";-;-;-;-;-;-;-
"510776 Santa Rita do Trivelato";-;-;-;-;-;-;-
